fighter_a,fighter_b,a_kd,b_kd,a_sig_str_landed,a_sig_str_att,b_sig_str_landed,b_sig_str_att,a_total_str_landed,a_total_str_att,b_total_str_landed,b_total_str_att,a_td_landed,a_td_att,b_td_landed,b_td_att,a_sub_att,b_sub_att,a_rev,b_rev,a_ctrl_sec,b_ctrl_sec,a_head_landed,a_head_att,b_head_landed,b_head_att,a_body_landed,a_body_att,b_body_landed,b_body_att,a_leg_landed,a_leg_att,b_leg_landed,b_leg_att,a_dist_landed,a_dist_att,b_dist_landed,b_dist_att,a_clinch_landed,a_clinch_att,b_clinch_landed,b_clinch_att,a_ground_landed,a_ground_att,b_ground_landed,b_ground_att,fight_url
Melvin Guillard,Gabe Ruediger,1,0,14,29,7,17,18,33,26,37,3,3,2,11,0,0,0,0,71,129,12,26,5,15,1,2,2,2,1,1,0,0,5,11,0,7,1,3,3,5,8,15,4,5,http://www.ufcstats.com/fight-details/28a8c644c87ce45e
Rashad Evans,Jason Lambert,0,0,11,22,4,14,24,35,7,19,5,5,0,2,0,2,0,0,211,31,5,14,0,9,6,8,4,5,0,0,0,0,0,5,0,8,4,6,4,6,7,11,0,0,http://www.ufcstats.com/fight-details/87c07416af211de1
Joe Lauzon,Jens Pulver,1,0,9,11,0,1,9,11,0,1,1,1,0,0,0,0,0,0,0,30,9,11,0,1,0,0,0,0,0,0,0,0,3,4,0,1,1,1,0,0,5,6,0,0,http://www.ufcstats.com/fight-details/cd9f95344fe14e37
Roger Huerta,Jason Dent,0,0,24,54,10,22,36,72,21,34,1,2,0,0,0,0,0,0,212,4,16,43,4,14,7,9,4,5,1,2,2,3,6,24,5,15,6,9,5,7,12,21,0,0,http://www.ufcstats.com/fight-details/67a3b8dc3c0c3e45
Eddie Sanchez,Mario Neto,0,0,5,26,9,18,18,39,11,20,0,0,1,1,0,0,0,0,59,118,3,24,4,12,0,0,0,0,2,2,5,6,2,21,4,11,1,1,4,5,2,4,1,2,http://www.ufcstats.com/fight-details/9a6b4829863eb9dc
Jorge Gurgel,Danny Abbadi,0,0,18,33,16,31,51,67,27,43,0,3,0,0,1,0,0,0,49,109,12,27,14,28,4,4,2,3,2,2,0,0,11,24,9,20,7,9,4,7,0,0,3,4,http://www.ufcstats.com/fight-details/38231925d72d1309
Tyson Griffin,David Lee,0,0,0,1,1,2,7,11,2,3,1,1,0,0,1,0,0,0,96,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/16dcd55681f990c0
Chuck Liddell,Renato Sobral,2,0,17,25,1,9,17,25,1,9,0,0,0,0,0,0,0,0,24,0,15,22,0,7,2,3,0,1,0,0,1,1,8,12,1,9,0,0,0,0,9,13,0,0,http://www.ufcstats.com/fight-details/ec916b9f67175633
Forrest Griffin,Stephan Bonnar,0,0,30,64,9,37,30,64,9,37,0,0,0,0,0,0,0,0,2,0,17,46,6,29,3,4,2,6,10,14,1,2,27,56,9,37,3,8,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/c151729e47d9122b
Nick Diaz,Josh Neer,0,0,35,88,12,28,84,142,15,31,0,0,0,1,0,0,0,0,13,55,20,69,5,21,13,17,4,4,2,2,3,3,14,59,5,16,21,29,7,12,0,0,0,0,http://www.ufcstats.com/fight-details/cd6070783f11619b
Cheick Kongo,Christian Wellisch,1,0,17,22,0,5,27,32,7,12,0,0,1,4,0,1,0,0,79,43,12,17,0,5,4,4,0,0,1,1,0,0,3,6,0,4,14,16,0,0,0,0,0,1,http://www.ufcstats.com/fight-details/2de0acc04cba91d3
Hermes Franca,Jamie Varner,0,0,9,17,7,45,29,38,10,48,1,2,1,2,2,0,0,0,7,130,2,10,3,40,2,2,1,1,5,5,3,4,8,16,0,21,1,1,1,2,0,0,6,22,http://www.ufcstats.com/fight-details/d40bfa821f2fe46a
Eric Schafer,Rob MacDonald,0,0,7,10,2,4,21,24,6,8,0,0,0,1,2,0,0,0,89,0,2,4,1,3,1,1,0,0,4,5,1,1,4,7,2,4,1,1,0,0,2,2,0,0,http://www.ufcstats.com/fight-details/eb5fd91dd3d937db
Wilson Gouveia,Wes Combs,0,0,9,20,10,17,15,26,10,17,1,1,0,0,1,0,0,0,71,0,5,14,0,6,0,0,1,1,4,6,9,10,8,19,10,17,0,0,0,0,1,1,0,0,http://www.ufcstats.com/fight-details/7c7177a028d55964
David Heath,Cory Walmsley,0,0,3,6,2,2,19,22,13,13,1,1,0,0,3,0,0,0,140,2,3,6,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,3,6,0,0,http://www.ufcstats.com/fight-details/14b61d9b3f6ddd37
Yushin Okami,Alan Belcher,0,0,5,23,2,32,9,27,2,32,1,2,0,0,0,0,0,0,75,0,4,22,1,29,0,0,0,0,1,1,1,3,4,20,2,32,0,0,0,0,1,3,0,0,http://www.ufcstats.com/fight-details/5ed402ad08d9d4f9
Diego Sanchez,Karo Parisyan,0,0,10,23,17,48,25,42,29,60,1,1,3,4,0,0,0,0,83,108,7,20,17,48,3,3,0,0,0,0,0,0,6,18,6,23,3,4,3,6,1,1,8,19,http://www.ufcstats.com/fight-details/8b07bdaa0402bf2b
Chris Leben,Jorge Santiago,0,0,6,16,4,10,21,31,8,14,1,2,1,1,0,0,0,0,133,62,3,11,3,8,3,4,0,0,0,1,1,2,2,6,3,8,3,4,0,0,1,6,1,2,http://www.ufcstats.com/fight-details/8304a0ea004e73f5
Dean Lister,Yuki Sasaki,0,0,6,12,3,9,17,24,3,9,3,6,0,0,0,0,0,0,185,42,4,8,0,5,0,1,2,3,2,3,1,1,2,5,3,9,1,2,0,0,3,5,0,0,http://www.ufcstats.com/fight-details/d14abced904806ca
Josh Koscheck,Jonathan Goulet,1,0,23,30,1,2,31,38,1,2,1,1,0,1,1,0,0,0,217,0,22,29,0,1,0,0,1,1,1,1,0,0,3,6,1,2,0,0,0,0,20,24,0,0,http://www.ufcstats.com/fight-details/9450f80c9fab4da1
Martin Kampmann,Crafton Wallace,0,0,19,26,1,9,28,37,1,9,1,1,0,0,1,0,0,0,150,0,19,26,0,7,0,0,0,0,0,0,1,2,3,6,1,9,1,2,0,0,15,18,0,0,http://www.ufcstats.com/fight-details/1c9798288310201c
Joe Riggs,Jason Von Flue,0,0,1,4,0,2,1,4,9,11,1,1,0,0,1,0,0,1,38,40,1,4,0,2,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/8e51f8648840eb38
Jake O'Brien,Kristof Midoux,0,0,8,20,2,10,59,75,2,10,2,2,0,0,0,0,0,0,237,0,8,20,2,10,0,0,0,0,0,0,0,0,0,3,0,8,0,0,2,2,8,17,0,0,http://www.ufcstats.com/fight-details/2f4baf8f94c400cd
Forrest Petz,Sammy Morgan,2,0,17,30,2,11,46,61,21,32,1,1,0,2,0,0,0,0,197,0,11,23,1,10,6,7,0,0,0,0,1,1,5,11,1,6,4,5,1,5,8,14,0,0,http://www.ufcstats.com/fight-details/fa2be4b37de934bf
Anthony Torres,Pat Healy,0,0,11,23,13,26,35,48,20,33,0,0,0,1,1,0,0,0,68,15,10,22,8,21,1,1,3,3,0,0,2,2,5,14,9,21,3,6,4,5,3,3,0,0,http://www.ufcstats.com/fight-details/0c96a5a8ab740ca8
Tim Sylvia,Andrei Arlovski,0,0,22,44,19,54,24,46,21,57,0,0,0,1,0,0,0,0,45,0,8,29,7,39,5,6,1,3,9,9,11,12,14,34,18,50,8,10,1,4,0,0,0,0,http://www.ufcstats.com/fight-details/3c3533ba486a2006
Joshua Burkman,Josh Neer,1,0,14,39,7,11,20,45,11,15,1,2,0,0,0,0,0,1,100,40,9,33,5,9,2,3,1,1,3,3,1,1,8,26,4,8,5,11,2,2,1,2,1,1,http://www.ufcstats.com/fight-details/000da3152b7b5ab1
Tito Ortiz,Ken Shamrock,0,0,11,11,0,3,22,23,3,6,1,3,0,0,0,0,0,0,64,4,10,10,0,3,1,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,8,0,0,http://www.ufcstats.com/fight-details/ee6000812e2b9f9d
Frank Mir,Dan Christison,0,0,23,30,18,30,48,55,26,38,1,1,0,0,0,1,0,0,152,66,7,14,7,17,14,14,4,6,2,2,7,7,4,5,9,19,10,10,9,11,9,15,0,0,http://www.ufcstats.com/fight-details/9ce2d0b880e88934
Joe Stevenson,Yves Edwards,0,1,8,20,10,30,9,21,19,39,2,5,0,0,1,2,0,0,113,40,7,18,7,27,0,1,2,2,1,1,1,1,1,10,7,23,0,1,1,1,7,9,2,6,http://www.ufcstats.com/fight-details/4000e1f32058796a
Hermes Franca,Joe Jordan,0,0,14,38,15,40,32,56,19,44,1,5,0,0,0,0,0,0,22,45,6,30,5,29,4,4,0,1,4,4,10,10,10,32,8,31,4,6,5,5,0,0,2,4,http://www.ufcstats.com/fight-details/01733579ef03be00
Jeff Monson,Anthony Perosh,1,0,18,26,8,17,25,33,10,19,0,2,0,0,0,0,1,0,63,9,14,22,3,12,2,2,3,3,2,2,2,2,1,4,4,12,9,13,4,5,8,9,0,0,http://www.ufcstats.com/fight-details/bc7a81a81840e4be
Cheick Kongo,Gilbert Aldana,0,0,24,28,6,8,33,37,20,23,1,1,2,3,0,0,0,0,30,174,15,19,5,7,7,7,1,1,2,2,0,0,1,2,0,0,20,22,0,0,3,4,6,8,http://www.ufcstats.com/fight-details/e3b5f66198161226
Drew Fickett,Kurt Pellegrino,0,0,11,21,16,33,26,38,51,70,0,0,2,4,0,0,0,0,0,192,7,17,10,25,3,3,5,6,1,1,1,2,7,16,3,15,2,3,3,7,2,2,10,11,http://www.ufcstats.com/fight-details/979318b05efd1ea4
Jonathan Goulet,Luke Cummo,0,0,7,17,3,5,30,43,3,5,3,5,0,0,0,0,0,0,250,5,5,14,2,4,1,1,1,1,1,2,0,0,2,4,2,4,0,0,1,1,5,13,0,0,http://www.ufcstats.com/fight-details/c4f05ff2781530f4
Anderson Silva,Chris Leben,2,0,17,20,1,8,17,20,1,8,0,0,0,0,0,0,0,0,9,0,17,20,1,8,0,0,0,0,0,0,0,0,13,14,1,8,1,1,0,0,3,5,0,0,http://www.ufcstats.com/fight-details/ccdd6c7577927a8c
Rashad Evans,Stephan Bonnar,0,0,7,17,2,11,13,23,15,24,4,5,0,0,0,0,0,0,185,0,7,17,0,7,0,0,1,2,0,0,1,2,2,7,2,11,0,0,0,0,5,10,0,0,http://www.ufcstats.com/fight-details/e22b2f50d7eeed3a
Mark Hominick,Jorge Gurgel,0,0,15,50,9,70,15,50,9,70,0,0,0,2,0,0,0,0,4,0,8,42,6,65,6,7,1,2,1,1,2,3,15,50,9,70,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/e7225dcc3349ae57
Josh Koscheck,Dave Menne,0,0,16,27,3,14,27,40,5,16,0,0,1,1,1,0,1,0,232,5,14,24,1,8,2,3,0,0,0,0,2,6,3,6,2,13,0,0,1,1,13,21,0,0,http://www.ufcstats.com/fight-details/4f1a8eade87e928e
Jason Lambert,Branden Lee Hinkle,0,0,44,59,4,6,80,99,5,7,0,0,3,5,1,0,0,0,190,98,31,45,0,1,9,10,3,4,4,4,1,1,0,0,0,0,8,9,4,6,36,50,0,0,http://www.ufcstats.com/fight-details/b0ba95fd1503411f
Jon Fitch,Thiago Alves,0,0,27,42,1,1,47,64,1,1,1,1,1,1,0,3,0,0,273,22,20,34,0,0,6,6,0,0,1,2,1,1,0,1,1,1,3,3,0,0,24,38,0,0,http://www.ufcstats.com/fight-details/16de071ad45cd350
Rob MacDonald,Kristian Rothaermel,0,0,10,17,3,6,14,23,16,19,4,4,0,3,3,0,0,0,168,0,9,16,1,3,0,0,0,1,1,1,2,2,1,4,2,4,0,0,1,2,9,13,0,0,http://www.ufcstats.com/fight-details/282d8651ca34b7f6
Jorge Santiago,Justin Levens,1,0,9,15,0,6,14,20,1,7,1,1,0,1,0,0,0,0,69,10,8,14,0,5,1,1,0,1,0,0,0,0,1,2,0,4,3,3,0,2,5,10,0,0,http://www.ufcstats.com/fight-details/919c86cce0eca615
Kenny Florian,Sam Stout,0,0,5,8,0,4,19,22,0,4,1,2,0,0,1,0,0,0,97,0,5,8,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,8,0,0,http://www.ufcstats.com/fight-details/7cdb56b2f207a41b
Michael Bisping,Josh Haynes,1,0,22,29,6,16,27,34,13,23,2,3,0,1,1,0,0,1,193,5,11,17,3,13,10,10,3,3,1,2,0,0,6,11,2,9,12,13,4,7,4,5,0,0,http://www.ufcstats.com/fight-details/b48a211abe177846
Kendall Grove,Ed Herman,0,0,4,5,18,31,12,14,31,45,0,0,2,4,1,0,0,0,14,264,2,3,8,20,2,2,10,11,0,0,0,0,1,1,0,2,3,4,2,2,0,0,16,27,http://www.ufcstats.com/fight-details/2b95f2982b19518a
Keith Jardine,Wilson Gouveia,0,0,3,34,21,36,6,37,21,36,0,0,1,2,0,0,0,0,0,13,1,29,7,21,1,2,0,0,1,3,14,15,3,32,21,34,0,2,0,2,0,0,0,0,http://www.ufcstats.com/fight-details/2168b2c814faada6
Rory Singer,Ross Pointon,0,1,2,4,4,20,2,4,7,23,0,0,0,0,1,0,0,0,0,20,1,3,4,19,1,1,0,0,0,0,0,1,2,4,4,18,0,0,0,0,0,0,0,2,http://www.ufcstats.com/fight-details/4df8efe64e83f74e
Kalib Starnes,Danny Abbadi,0,0,21,29,3,9,25,33,6,12,1,2,0,0,1,0,0,0,101,0,10,17,2,8,11,12,1,1,0,0,0,0,2,5,1,5,5,5,2,4,14,19,0,0,http://www.ufcstats.com/fight-details/387bdcc2ca8709c1
Luigi Fioravanti,Solomon Hutcherson,1,0,11,31,11,28,19,41,25,44,1,1,1,1,0,0,1,1,46,98,7,22,5,18,3,7,5,9,1,2,1,1,4,12,5,17,5,17,6,11,2,2,0,0,http://www.ufcstats.com/fight-details/5bfba809430d178b
Matt Hamill,Jesse Forbes,0,0,33,48,9,21,93,117,16,28,1,1,0,0,0,0,0,0,175,0,30,45,4,15,1,1,3,4,2,2,2,2,9,18,8,19,16,19,1,2,8,11,0,0,http://www.ufcstats.com/fight-details/20e28ee267d9b5dc
Mike Nickels,Wes Combs,0,0,22,37,4,12,41,56,17,32,3,3,0,0,1,0,0,0,154,1,12,23,3,9,10,14,0,2,0,0,1,1,1,4,2,7,8,14,2,5,13,19,0,0,http://www.ufcstats.com/fight-details/43e5f75fe9cedafd
Matt Hughes,Royce Gracie,0,0,32,40,7,11,33,41,14,18,1,1,0,0,1,0,0,0,205,0,22,29,0,3,8,9,2,2,2,2,5,6,3,4,5,8,1,1,2,3,28,35,0,0,http://www.ufcstats.com/fight-details/ed3ae3852fe549d4
Dean Lister,Alessio Sakara,0,0,1,2,1,3,6,8,4,6,0,1,0,0,2,0,0,0,0,110,1,2,1,3,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/356fdab9bc109093
Diego Sanchez,John Alessio,0,0,2,24,6,21,3,25,10,25,0,7,0,0,0,0,0,0,47,0,1,21,5,19,1,3,0,1,0,0,1,1,1,23,6,21,1,1,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/d490c78bd5d0145a
Brandon Vera,Assuerio Silva,0,0,8,29,9,17,8,29,11,19,0,0,1,1,1,0,0,0,0,34,3,19,1,9,2,6,5,5,3,4,3,3,8,29,6,14,0,0,1,1,0,0,2,2,http://www.ufcstats.com/fight-details/c66bd50ed1e75d2b
Mike Swick,Joe Riggs,0,0,5,12,1,4,6,13,2,5,0,0,0,2,1,0,0,0,10,27,1,7,0,3,2,2,0,0,2,3,1,1,2,9,0,3,3,3,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/c409c3a5eda764ba
Jeremy Horn,Chael Sonnen,0,0,3,4,6,17,4,5,28,45,0,0,2,2,1,0,0,0,0,277,3,4,5,16,0,0,1,1,0,0,0,0,1,2,1,2,0,0,0,0,2,2,5,15,http://www.ufcstats.com/fight-details/d1b8ff290d09013b
Spencer Fisher,Matt Wiman,0,0,15,22,9,13,24,33,25,33,0,0,1,3,0,4,0,0,54,203,5,11,7,10,7,8,1,2,3,3,1,1,1,2,0,2,12,16,4,5,2,4,5,6,http://www.ufcstats.com/fight-details/857365273ed2f353
Gabriel Gonzaga,Fabiano Scherner,0,0,12,24,8,21,30,44,23,36,3,3,0,1,0,0,0,1,143,38,8,20,6,17,2,2,2,4,2,2,0,0,6,15,5,11,2,2,3,9,4,7,0,1,http://www.ufcstats.com/fight-details/3df422ea531e16c6
Melvin Guillard,Rick Davis,1,0,10,28,5,10,10,28,5,10,0,0,0,0,0,0,0,0,2,0,7,24,2,3,2,2,2,5,1,2,1,2,6,20,5,10,4,8,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/25acf5f94667e79d
Tim Sylvia,Andrei Arlovski,1,1,13,30,11,24,13,30,12,26,0,0,0,0,0,0,0,0,4,7,13,30,7,18,0,0,3,5,0,0,1,1,7,24,9,20,0,0,2,4,6,6,0,0,http://www.ufcstats.com/fight-details/57a7767c4255e034
Sean Sherk,Nick Diaz,0,0,11,54,15,34,14,57,21,40,0,10,0,0,0,0,0,0,123,17,10,53,13,32,1,1,2,2,0,0,0,0,5,32,13,29,6,22,2,5,0,0,0,0,http://www.ufcstats.com/fight-details/fef433a7cb7a2029
Tito Ortiz,Forrest Griffin,0,0,30,48,2,18,55,76,14,31,2,2,0,0,0,0,0,0,234,7,28,46,1,17,1,1,0,0,1,1,1,1,5,8,2,18,0,0,0,0,25,40,0,0,http://www.ufcstats.com/fight-details/5f9b063630e52778
Evan Tanner,Justin Levens,0,0,10,17,2,4,16,24,6,8,1,2,0,0,2,1,0,0,133,20,6,11,0,1,2,3,1,2,2,3,1,1,1,1,1,2,3,7,1,2,6,9,0,0,http://www.ufcstats.com/fight-details/f747fbe721cdb042
Jeff Monson,Marcio Cruz,0,0,7,44,19,54,36,73,22,57,0,0,0,1,0,0,0,0,67,34,4,41,6,40,3,3,2,2,0,0,11,12,5,41,16,50,2,3,3,4,0,0,0,0,http://www.ufcstats.com/fight-details/fb972da69450127f
Karo Parisyan,Nick Thompson,0,0,18,30,2,7,23,41,4,9,2,3,1,1,0,0,0,0,244,10,16,28,1,6,2,2,0,0,0,0,1,1,1,2,1,2,0,0,1,3,17,28,0,2,http://www.ufcstats.com/fight-details/0a083ab881ef3a5f
David Terrell,Scott Smith,0,0,10,14,3,6,21,25,4,7,1,4,0,0,2,0,0,0,74,84,6,9,1,3,1,1,1,1,3,4,1,2,1,3,2,3,4,4,0,0,5,7,1,3,http://www.ufcstats.com/fight-details/fdafa20b7ec8cb44
Jason Lambert,Terry Martin,0,0,16,21,13,21,31,37,26,35,0,0,1,1,0,0,0,0,65,181,4,9,4,12,7,7,1,1,5,5,8,8,0,4,0,2,14,15,9,14,2,2,4,5,http://www.ufcstats.com/fight-details/3fe41b95899316d5
Thiago Alves,Derrick Noble,1,0,11,27,18,45,19,36,26,53,0,0,0,0,0,0,0,0,12,40,5,17,10,34,4,5,4,6,2,5,4,5,5,19,7,27,4,6,11,18,2,2,0,0,http://www.ufcstats.com/fight-details/12231c1ca2e09011
Stephan Bonnar,Keith Jardine,0,0,11,32,25,41,19,41,31,47,0,1,0,1,0,0,0,0,54,27,8,28,12,27,2,2,8,8,1,2,5,6,10,31,16,32,1,1,9,9,0,0,0,0,http://www.ufcstats.com/fight-details/d39ce3ecd3fbdadf
Rashad Evans,Sam Hoger,0,0,14,35,9,30,24,45,19,40,2,2,0,1,0,0,0,0,171,0,12,33,3,22,2,2,6,8,0,0,0,0,10,28,7,26,3,6,2,4,1,1,0,0,http://www.ufcstats.com/fight-details/99eb03e6c7dc4be2
Josh Neer,Joe Stevenson,0,0,10,36,9,13,16,43,13,17,0,0,1,1,0,3,0,0,141,40,10,36,6,9,0,0,0,1,0,0,3,3,2,18,6,8,0,0,0,1,8,18,3,4,http://www.ufcstats.com/fight-details/d066287b31c871a6
Chris Leben,Luigi Fioravanti,0,0,17,43,12,19,61,87,20,27,0,0,0,4,0,0,0,0,54,122,9,29,6,13,6,12,3,3,2,2,3,3,1,6,0,4,13,29,12,15,3,8,0,0,http://www.ufcstats.com/fight-details/44a79a250fdd61cd
Luke Cummo,Jason Von Flue,0,0,16,44,11,33,39,68,15,37,2,2,0,1,0,0,0,0,87,70,8,32,6,27,2,6,3,4,6,6,2,2,13,36,6,26,1,6,5,7,2,2,0,0,http://www.ufcstats.com/fight-details/3adae93bbf06287a
Jon Fitch,Joshua Burkman,1,0,11,23,19,27,59,73,19,27,1,1,1,3,0,0,0,0,108,145,6,17,2,10,3,4,0,0,2,2,17,17,3,7,3,9,7,13,16,18,1,3,0,0,http://www.ufcstats.com/fight-details/eeb77732d7c3389a
Dan Christison,Brad Imes,0,0,28,54,24,57,40,66,32,68,0,0,0,0,0,0,0,1,33,78,14,38,21,51,2,3,2,5,12,13,1,1,23,46,10,34,4,6,5,8,1,2,9,15,http://www.ufcstats.com/fight-details/fb1f1b0c9ef454dc
Josh Koscheck,Ansar Chalangov,0,0,2,11,2,4,6,15,2,4,2,2,0,0,1,1,0,0,165,8,2,9,2,4,0,0,0,0,0,2,0,0,0,8,2,4,0,0,0,0,2,3,0,0,http://www.ufcstats.com/fight-details/622cada31f247f9a
Chael Sonnen,Trevor Prangley,0,0,16,37,2,9,51,74,7,14,3,8,0,2,0,0,0,0,199,25,12,32,2,9,3,4,0,0,1,1,0,0,1,7,1,7,4,7,0,0,11,23,1,2,http://www.ufcstats.com/fight-details/fa193b3d07c0ed9b
Rich Franklin,David Loiseau,1,0,32,67,6,19,32,67,6,19,0,0,0,0,0,0,0,0,3,0,20,53,3,16,10,12,3,3,2,2,0,0,30,65,6,19,2,2,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/002cb1bb411c5f60
Mike Swick,Steve Vigneault,0,0,13,22,6,13,13,22,8,15,0,0,0,1,1,0,0,0,49,13,4,12,1,7,0,0,1,2,9,10,4,4,4,12,1,7,9,10,5,6,0,0,0,0,http://www.ufcstats.com/fight-details/f989a1acbda0e16a
Georges St-Pierre,BJ Penn,0,0,21,60,21,43,31,70,29,51,0,1,0,0,0,0,0,0,49,0,7,42,15,37,2,3,6,6,12,15,0,0,21,58,16,36,0,2,5,7,0,0,0,0,http://www.ufcstats.com/fight-details/817c3b44517daa91
Nate Marquardt,Joe Doerksen,0,0,23,50,10,35,26,53,15,40,2,2,0,1,1,0,0,0,97,10,12,36,7,30,3,6,2,4,8,8,1,1,19,42,10,35,2,6,0,0,2,2,0,0,http://www.ufcstats.com/fight-details/00dc5354794818a7
Mark Hominick,Yves Edwards,0,0,14,47,20,70,18,51,21,71,0,0,0,0,0,0,0,0,13,5,10,43,10,59,2,2,5,6,2,2,5,5,9,41,17,65,5,6,3,5,0,0,0,0,http://www.ufcstats.com/fight-details/0cc225bf45697271
Sam Stout,Spencer Fisher,0,0,11,37,18,50,20,47,30,62,0,0,3,3,0,0,0,0,2,180,5,31,9,40,3,3,8,9,3,3,1,1,6,30,7,32,5,7,7,8,0,0,4,10,http://www.ufcstats.com/fight-details/7ba640f8b70bc685
Jason Lambert,Rob MacDonald,1,0,7,16,3,9,13,24,3,9,1,2,0,0,1,0,0,0,60,20,5,14,3,9,1,1,0,0,1,1,0,0,2,7,1,4,4,7,2,5,1,2,0,0,http://www.ufcstats.com/fight-details/7ca8095148c23b71
Tom Murphy,Icho Larenas,0,0,10,20,0,4,20,33,9,13,2,2,0,0,2,0,0,0,166,0,10,20,0,3,0,0,0,0,0,0,0,1,0,4,0,3,4,7,0,1,6,9,0,0,http://www.ufcstats.com/fight-details/82a5e1bba6b843be
Chuck Liddell,Randy Couture,0,0,13,38,5,19,21,46,5,19,0,0,1,3,0,0,0,0,0,56,12,37,4,18,0,0,0,0,1,1,1,1,12,37,4,18,1,1,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/0e94e0a8c2130cea
Brandon Vera,Justin Eilers,1,0,7,10,4,7,7,10,8,11,0,0,0,0,0,0,0,0,11,35,3,4,0,3,2,3,0,0,2,3,4,4,4,7,0,3,2,2,4,4,1,1,0,0,http://www.ufcstats.com/fight-details/235e4c69d5d945e8
Marcio Cruz,Frank Mir,0,0,31,44,3,6,72,87,6,9,1,2,1,1,0,0,0,0,217,15,22,35,0,3,9,9,3,3,0,0,0,0,1,6,0,3,0,0,2,2,30,38,1,1,http://www.ufcstats.com/fight-details/44592a74cda71275
Renato Sobral,Mike van Arsdale,0,0,9,12,1,4,11,14,3,6,0,1,0,1,1,0,1,0,96,14,1,3,1,4,1,2,0,0,7,7,0,0,2,3,1,4,6,7,0,0,1,2,0,0,http://www.ufcstats.com/fight-details/357f438c15e1326f
Joe Riggs,Nick Diaz,0,1,19,39,19,34,23,43,56,72,1,4,0,2,0,0,0,0,17,88,15,35,10,23,4,4,6,7,0,0,3,4,7,18,5,14,12,21,12,16,0,0,2,4,http://www.ufcstats.com/fight-details/d9499d55f9f53112
Alessio Sakara,Elvis Sinosic,0,0,28,50,3,12,49,75,36,51,3,3,0,0,0,0,0,0,233,13,24,46,0,8,3,3,0,0,1,1,3,4,6,10,1,10,2,2,2,2,20,38,0,0,http://www.ufcstats.com/fight-details/14850f48b2bede47
Paul Buentello,Gilbert Aldana,0,0,32,49,24,46,37,54,33,56,1,2,0,1,0,0,0,0,42,77,23,38,16,36,8,10,5,5,1,1,3,5,8,15,4,11,24,34,17,31,0,0,3,4,http://www.ufcstats.com/fight-details/bb5ceaf835c0bb18
Jeff Monson,Branden Lee Hinkle,0,0,10,11,5,8,28,31,10,13,1,3,0,0,1,1,1,0,182,72,3,4,3,6,6,6,2,2,1,1,0,0,0,0,0,3,3,4,2,2,7,7,3,3,http://www.ufcstats.com/fight-details/d49bc8e4e5613614
Keith Jardine,Mike Whitehead,0,0,5,24,3,12,24,43,9,18,0,0,2,6,0,0,0,0,0,191,3,22,0,9,0,0,2,2,2,2,1,1,5,22,2,9,0,2,1,2,0,0,0,1,http://www.ufcstats.com/fight-details/a63ed5d48f00ad18
Tim Sylvia,Assuerio Silva,0,0,36,59,8,14,70,93,9,15,0,0,0,3,0,0,0,0,132,30,21,43,2,7,12,13,1,2,3,3,5,5,24,42,5,11,12,17,3,3,0,0,0,0,http://www.ufcstats.com/fight-details/537012aa6fb20f00
Stephan Bonnar,James Irvin,0,0,2,5,5,6,22,25,8,9,2,3,0,0,2,0,0,0,243,0,2,5,1,2,0,0,3,3,0,0,1,1,0,3,2,3,0,0,3,3,2,2,0,0,http://www.ufcstats.com/fight-details/bd5afec6940c5d32
Joshua Burkman,Drew Fickett,0,0,7,9,2,8,8,10,2,8,0,0,0,0,1,0,0,0,27,7,1,3,1,5,0,0,1,2,6,6,0,1,3,5,1,7,4,4,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/fbd75b08f377d149
Chris Leben,Jorge Rivera,1,0,10,17,5,10,16,23,6,11,1,1,0,0,0,0,0,0,44,27,6,11,3,8,4,6,2,2,0,0,0,0,0,5,2,6,5,7,3,4,5,5,0,0,http://www.ufcstats.com/fight-details/0582b78dc635301b
Josh Neer,Melvin Guillard,0,0,3,9,11,51,8,14,12,53,1,1,2,2,2,0,0,0,51,103,2,8,5,41,0,0,1,5,1,1,5,5,2,7,6,32,0,0,1,3,1,2,4,16,http://www.ufcstats.com/fight-details/e55b69543aa74907
Duane Ludwig,Jonathan Goulet,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/392089df68b1a721
